error_class,line_count,ground_truth,prediction,substitutions,deleted,inserted,error_positions,confidence,image_path
substitution,2,51N616633,51NG16633,6>G,,,3,0.9131,D:/DATN/datasets/raw/roboflow_ocr_plate/train/images/ndata146_jpg.rf.bb3757788aab449bf1bbe342c5c3b0dc.jpg
missing_chars,2,31F0787,0787,,31F,,0 1 2,0.9185,D:/DATN/datasets/raw/roboflow_ocr_plate/train/images/ndata149_jpg.rf.e0eb92587f7c1447b14d5c27bc340ba6.jpg
substitution,2,30X98300,30Y98300,X>Y,,,2,0.9457,D:/DATN/datasets/raw/roboflow_ocr_plate/train/images/ndata157_jpg.rf.936441cb4ddf0ddff6021e2a0eca553f.jpg
substitution,1,34A14270,34A14279,0>9,,,7,0.9667,D:/DATN/datasets/raw/roboflow_ocr_plate/train/images/ndata15_jpg.rf.da4ca3268129813f073dd544fda836d8.jpg
substitution,2,29Y508888,79Y508888,2>7,,,0,0.9473,D:/DATN/datasets/raw/roboflow_ocr_plate/train/images/ndata171_jpg.rf.4bcdc9ce037b1d10228fec871088c751.jpg
mixed,2,28M7007,78D700713,2>7 M>D,,13,0 2,0.8684,D:/DATN/datasets/raw/roboflow_ocr_plate/train/images/ndata173_jpg.rf.d7da4b77747158bc502fae005382999d.jpg
substitution,2,29F25491,79FL5497,2>7 2>L 1>7,,,0 3 7,0.9771,D:/DATN/datasets/raw/roboflow_ocr_plate/train/images/ndata185_jpg.rf.d354da42a8cd875d1a46b51859d5592f.jpg
substitution,2,59X299899,59Y299899,X>Y,,,2,0.9600,D:/DATN/datasets/raw/roboflow_ocr_plate/train/images/ndata201_jpg.rf.29bd830bed1b1682af65d8b6083a8025.jpg
substitution,2,18F140249,18E140249,F>E,,,2,0.9546,D:/DATN/datasets/raw/roboflow_ocr_plate/train/images/ndata20_jpg.rf.98cccaad66311006a2704c8bee6a59f4.jpg
substitution,2,29B156850,29R156850,B>R,,,2,0.9605,D:/DATN/datasets/raw/roboflow_ocr_plate/train/images/ndata210_jpg.rf.967a38b9c92223032d600ff185370994.jpg
mixed,2,49M122262,29Z2262,4>2 2>Z,M1,,0 2 3 4,0.9464,D:/DATN/datasets/raw/roboflow_ocr_plate/train/images/ndata212_jpg.rf.4f123d631f23d2dc529ba84f9879b2c3.jpg
substitution,2,14X104444,14X104441,4>1,,,8,0.8888,D:/DATN/datasets/raw/roboflow_ocr_plate/train/images/ndata214_jpg.rf.db2a314b7a7d85ad98b1fe10de5749cd.jpg
mixed,2,30K75555,30L730175,K>L 5>0 5>1 5>7,,3,2 4 5 6,0.7856,D:/DATN/datasets/raw/roboflow_ocr_plate/train/images/ndata233_jpg.rf.c5cc93bc5af87bac4135e1adfeb66f7c.jpg
missing_chars,2,77M101234,101234,,77M,,0 1 2,0.9587,D:/DATN/datasets/raw/roboflow_ocr_plate/train/images/ndata236_jpg.rf.231bd258a888f7c62fdb70b14a4dbcee.jpg
substitution,2,38X108888,38X108988,8>9,,,6,0.9920,D:/DATN/datasets/raw/roboflow_ocr_plate/train/images/ndata239_jpg.rf.1241a8b2aa471258c29bed7833a6d97b.jpg
substitution,2,29D157196,29L057196,D>L 1>0,,,2 3,0.8529,D:/DATN/datasets/raw/roboflow_ocr_plate/train/images/ndata246_jpg.rf.1e3a1bfc6502dc64c16b1c0e18418204.jpg
substitution,2,29X716718,29X716118,7>1,,,6,0.9604,D:/DATN/datasets/raw/roboflow_ocr_plate/train/images/ndata261_jpg.rf.fd93b116a87b8683f78ab407df43739e.jpg
mixed,2,29E166009,29E56009,6>5,1,,3 4,0.9596,D:/DATN/datasets/raw/roboflow_ocr_plate/train/images/ndata278_jpg.rf.9f1be9043ddd50e7a33075c4ae727332.jpg
substitution,2,29E114461,29F114461,E>F,,,2,0.9643,D:/DATN/datasets/raw/roboflow_ocr_plate/train/images/ndata279_jpg.rf.e4db11bf9529b3ed43426c46d4ea2964.jpg
substitution,2,29E153856,29F153856,E>F,,,2,0.9655,D:/DATN/datasets/raw/roboflow_ocr_plate/train/images/ndata281_jpg.rf.3012c502455c2ad8de6b6ae3444e8fa5.jpg
substitution,2,29E168610,29F168610,E>F,,,2,0.9313,D:/DATN/datasets/raw/roboflow_ocr_plate/train/images/ndata286_jpg.rf.127b2b2ae2a511af7e2d4f060bc6a657.jpg
substitution,2,29E112222,29F112222,E>F,,,2,0.9812,D:/DATN/datasets/raw/roboflow_ocr_plate/train/images/ndata287_jpg.rf.c8017c9887cd849da8cce7e1906f8d99.jpg
substitution,2,17B363126,17R363126,B>R,,,2,0.9849,D:/DATN/datasets/raw/roboflow_ocr_plate/train/images/ndata28_jpg.rf.c0d03f8cd97df3b437d63a8c51e3b721.jpg
substitution,2,29E178910,29F178910,E>F,,,2,0.9590,D:/DATN/datasets/raw/roboflow_ocr_plate/train/images/ndata294_jpg.rf.3037be7dd4b9db5c7a3c42b36f049dd9.jpg
substitution,2,29E102054,29F102054,E>F,,,2,0.9708,D:/DATN/datasets/raw/roboflow_ocr_plate/train/images/ndata295_jpg.rf.9ef8221c3a7fb2314b475347e565dd14.jpg
substitution,2,29Z186202,79E186202,2>7 Z>E,,,0 2,0.9311,D:/DATN/datasets/raw/roboflow_ocr_plate/train/images/ndata304_jpg.rf.8b031619c47745af10554be2b68ae312.jpg
substitution,2,29E241350,29F241350,E>F,,,2,0.9487,D:/DATN/datasets/raw/roboflow_ocr_plate/train/images/ndata306_jpg.rf.8616f8d560989a35ba4ce2270038070f.jpg
substitution,2,29E164461,29F164461,E>F,,,2,0.9651,D:/DATN/datasets/raw/roboflow_ocr_plate/train/images/ndata307_jpg.rf.dcadc24047df38cba15aea1910835a08.jpg
substitution,2,29E167403,29F167403,E>F,,,2,0.9479,D:/DATN/datasets/raw/roboflow_ocr_plate/train/images/ndata310_jpg.rf.4faa112e0ed3eef22985256a6d5a4c96.jpg
substitution,2,99H61527,99HB1527,6>B,,,3,0.9999,D:/DATN/datasets/raw/roboflow_ocr_plate/train/images/ndata318_jpg.rf.fe911546a117a7049c8aeacc3e05a4b8.jpg
mixed,2,29X510191,20Y10191,X>0 5>Y,9,,1 2 3,0.9104,D:/DATN/datasets/raw/roboflow_ocr_plate/train/images/ndata31_jpg.rf.cfb611492dc280fb5993c9c23a7ba650.jpg
substitution,2,84E129980,84F129980,E>F,,,2,0.9739,D:/DATN/datasets/raw/roboflow_ocr_plate/train/images/ndata322_jpg.rf.0035ebda83261e91076eda13f6c3c1dc.jpg
missing_chars,2,29T16480,29T6480,,1,,3,0.9244,D:/DATN/datasets/raw/roboflow_ocr_plate/train/images/ndata337_jpg.rf.9290e7dea2bbb01932ac7fd740f9fd57.jpg
substitution,2,79N88888,79H88888,N>H,,,2,0.9720,D:/DATN/datasets/raw/roboflow_ocr_plate/train/images/ndata339_jpg.rf.d03b748c13ecf920748bea54d2f2b3ec.jpg
mixed,2,29U56764,29L156764,U>1,,L,2,0.9271,D:/DATN/datasets/raw/roboflow_ocr_plate/train/images/ndata348_jpg.rf.340b03fa959b520c9ec0a0dfb337c764.jpg
missing_chars,2,19X17409,19X1409,,7,,4,0.9151,D:/DATN/datasets/raw/roboflow_ocr_plate/train/images/ndata353_jpg.rf.3ff267205fabbb2148b19871fb66a0ab.jpg
substitution,2,29K36789,29K36679,7>6 8>7,,,5 6,0.9621,D:/DATN/datasets/raw/roboflow_ocr_plate/train/images/ndata368_jpg.rf.3bcc70b5e47fee1135ad1ac45750e12c.jpg
substitution,2,30F51010,30E51010,F>E,,,2,0.9301,D:/DATN/datasets/raw/roboflow_ocr_plate/train/images/ndata36_jpg.rf.85210605341c239ab119f4ef883a765e.jpg
mixed,2,67T32222,67L2222,3>L,T,,2 3,0.8725,D:/DATN/datasets/raw/roboflow_ocr_plate/train/images/ndata375_jpg.rf.e08289bfb6e34def4df000a8f3a9302c.jpg
substitution,2,89E132181,89F132181,E>F,,,2,0.9679,D:/DATN/datasets/raw/roboflow_ocr_plate/train/images/ndata386_jpg.rf.71c40a9d231a9a8303fc7f74dc71f060.jpg
substitution,2,59E140209,59F140209,E>F,,,2,0.9874,D:/DATN/datasets/raw/roboflow_ocr_plate/train/images/ndata387_jpg.rf.0ca264d123e01397f88f34b274602e9c.jpg
substitution,2,49E122222,49F122222,E>F,,,2,0.9452,D:/DATN/datasets/raw/roboflow_ocr_plate/train/images/ndata388_jpg.rf.aa280712fc1b132ef9ea930c85ce0df8.jpg
substitution,2,30E95623,30F95623,E>F,,,2,0.9852,D:/DATN/datasets/raw/roboflow_ocr_plate/train/images/ndata393_jpg.rf.8aa7d1f60a1de1d755d3ccf047b72764.jpg
mixed,2,30F51010,20S1010,3>2 5>S,F,,0 2 3,0.9521,D:/DATN/datasets/raw/roboflow_ocr_plate/train/images/ndata39_jpg.rf.23c3fda2e00f29562b305b3dc8b9247e.jpg
substitution,2,29E115934,29F115934,E>F,,,2,0.9687,D:/DATN/datasets/raw/roboflow_ocr_plate/train/images/ndata400_jpg.rf.b064ae5498fcb694394c838df7cb5e0b.jpg
missing_chars,2,29K114488,29K14488,,1,,3,0.9804,D:/DATN/datasets/raw/roboflow_ocr_plate/train/images/ndata419_jpg.rf.f8cf0301d73e0b8ad6d44188e9c0f5dc.jpg
substitution,2,30K43008,30KL3008,4>L,,,3,0.9263,D:/DATN/datasets/raw/roboflow_ocr_plate/train/images/ndata425_jpg.rf.db4b53925dac07ad9af5b8e17729a4f5.jpg
substitution,2,29ML82833,29MD82833,L>D,,,3,0.9989,D:/DATN/datasets/raw/roboflow_ocr_plate/train/images/ndata430_jpg.rf.6c16f7cc0df552036373451e96c0cc8b.jpg
mixed,2,36MD35520,36B5520,3>B,MD,,2 3 4,0.9580,D:/DATN/datasets/raw/roboflow_ocr_plate/train/images/ndata431_jpg.rf.ed1b38019c5a80e0db3a93791e808ea2.jpg
mixed,2,29M38322,27,2>7,29M383,,0 1 2 3 4 5 7,0.9328,D:/DATN/datasets/raw/roboflow_ocr_plate/train/images/ndata432_jpg.rf.5b9c4e54a9ccfc5c4e690bcbe42f46f8.jpg
mixed,2,29U1376,29L12376,U>L,,2,2,0.8938,D:/DATN/datasets/raw/roboflow_ocr_plate/train/images/ndata460_jpg.rf.a01d7eea3ed492daa00abf31126797a9.jpg
substitution,2,59E737583,59F131583,E>F 7>1 7>1,,,2 3 5,0.9864,D:/DATN/datasets/raw/roboflow_ocr_plate/train/images/ndata462_jpg.rf.2d68c034fd7ef205ddb2725ae66ffed9.jpg
substitution,2,59E134055,59F134055,E>F,,,2,0.9440,D:/DATN/datasets/raw/roboflow_ocr_plate/train/images/ndata463_jpg.rf.cb8a6678a6359c5de29d6a0ae684f33f.jpg
substitution,2,29V27793,29L27793,V>L,,,2,0.8424,D:/DATN/datasets/raw/roboflow_ocr_plate/train/images/ndata470_jpg.rf.5e7de5fdc9b36e0963ec97bc4bd305cf.jpg
substitution,2,34AA11950,34A411950,A>4,,,3,0.9252,D:/DATN/datasets/raw/roboflow_ocr_plate/train/images/ndata471_jpg.rf.16af6a4a1f94e9a4dd9af2f57e528efb.jpg
missing_chars,2,29Y79108,9108,,29Y7,,0 1 2 3,0.9992,D:/DATN/datasets/raw/roboflow_ocr_plate/train/images/ndata477_jpg.rf.2bce1caeaff7ff98c665382eea2060d3.jpg
missing_chars,2,15N118520,518520,,1N1,,0 2 3,0.9584,D:/DATN/datasets/raw/roboflow_ocr_plate/train/images/ndata483_jpg.rf.642c6e09d9e02c36a8a2899cc2fc205b.jpg
substitution,2,29U427914,29L127914,U>L 4>1,,,2 3,0.9081,D:/DATN/datasets/raw/roboflow_ocr_plate/train/images/ndata486_jpg.rf.327c707f9572764197e693890128adf3.jpg
substitution,2,14B165772,11B165772,4>1,,,1,0.9849,D:/DATN/datasets/raw/roboflow_ocr_plate/train/images/ndata489_jpg.rf.bb81bac5e852497eff92d3c21d5278b5.jpg
substitution,2,14B165772,11ER65772,4>1 B>E 1>R,,,1 2 3,0.9778,D:/DATN/datasets/raw/roboflow_ocr_plate/train/images/ndata490_jpg.rf.a78c1cc8df9cc72af9423386e42bd57c.jpg
mixed,2,34B221312,38Z1312,2>8 2>Z,4B,,1 2 3 4,0.9924,D:/DATN/datasets/raw/roboflow_ocr_plate/train/images/ndata492_jpg.rf.d3208c8e270b022f7d2837ca19406944.jpg
substitution,2,14X139154,11X139154,4>1,,,1,0.9784,D:/DATN/datasets/raw/roboflow_ocr_plate/train/images/ndata496_jpg.rf.c8bda7d0f1ccd7f27588991a889ac996.jpg
substitution,2,14X139154,11X139154,4>1,,,1,0.9595,D:/DATN/datasets/raw/roboflow_ocr_plate/train/images/ndata497_jpg.rf.751627f1ed858f0df3145c87590a12c1.jpg
mixed,2,34B318014,38B18014,4>8,3,,1 3,0.9248,D:/DATN/datasets/raw/roboflow_ocr_plate/train/images/ndata500_jpg.rf.37d1c93c05cfe2c905bdd504ff038df6.jpg
substitution,2,29A18526,29L18526,A>L,,,2,0.8706,D:/DATN/datasets/raw/roboflow_ocr_plate/train/images/ndata531_jpg.rf.659a6d442195189e183cba091a8dac25.jpg
missing_chars,2,30M2538,2538,,30M,,0 1 2,0.9996,D:/DATN/datasets/raw/roboflow_ocr_plate/train/images/ndata536_jpg.rf.b6cdd1afd1b8ecce7b2958ca0bba745f.jpg
mixed,2,29B150776,91S0776,5>S,2B,,0 2 4,0.9109,D:/DATN/datasets/raw/roboflow_ocr_plate/train/images/ndata541_jpg.rf.e30af9bf048de6451b54cbb8fa32dae4.jpg
mixed,2,29Y83003,20YO3003918,9>0 8>O,,918,1 3,0.8433,D:/DATN/datasets/raw/roboflow_ocr_plate/train/images/ndata543_jpg.rf.8f054435fc01996a4e66437f0a28f269.jpg
mixed,2,30A23745,03D423745,0>D A>4,,0,1 2,0.9010,D:/DATN/datasets/raw/roboflow_ocr_plate/train/images/ndata54_jpg.rf.6eb5d80e7e240735bc6adfa9cc45c044.jpg
substitution,2,15N114371,15K114371,N>K,,,2,0.9468,D:/DATN/datasets/raw/roboflow_ocr_plate/train/images/ndata551_jpg.rf.5ec7fac9aa6322d40bc032ec01a5dcf6.jpg
missing_chars,2,30F56605,56605,,30F,,0 1 2,0.9971,D:/DATN/datasets/raw/roboflow_ocr_plate/train/images/ndata556_jpg.rf.3fa14b49c566bcab709547729c106844.jpg
mixed,2,30E22070,30S822070,E>8,,S,2,0.8742,D:/DATN/datasets/raw/roboflow_ocr_plate/train/images/ndata557_jpg.rf.5e2f7a811e68ba5b94033659b2cfe1bd.jpg
mixed,2,27AA07647,27A07617,4>1,A,,2 7,0.8184,D:/DATN/datasets/raw/roboflow_ocr_plate/train/images/ndata558_jpg.rf.bb9adec7338854e1a027fecb838cae00.jpg
substitution,2,30E78917,30F78917,E>F,,,2,0.9987,D:/DATN/datasets/raw/roboflow_ocr_plate/train/images/ndata568_jpg.rf.5057e246c52d7813478d0c6c3aa446c1.jpg
substitution,2,30A3745,37L51U4,0>7 A>L 3>5 7>1 4>U 5>4,,,1 2 3 4 5 6,0.8458,D:/DATN/datasets/raw/roboflow_ocr_plate/train/images/ndata56_jpg.rf.07664358b6676fcf43b8f21811ec83c4.jpg
missing_chars,2,29D50557,50557,,29D,,0 1 2,0.9988,D:/DATN/datasets/raw/roboflow_ocr_plate/train/images/ndata571_jpg.rf.30fd015c765906ed9cf24c7e2d010ba4.jpg
substitution,2,30E22010,30E22070,1>7,,,6,0.9996,D:/DATN/datasets/raw/roboflow_ocr_plate/train/images/ndata573_jpg.rf.47f65696522e2350cabd9b0ae27eb90a.jpg
missing_chars,2,99A26295,26295,,99A,,0 1 2,0.9970,D:/DATN/datasets/raw/roboflow_ocr_plate/train/images/ndata575_jpg.rf.f8087865af4ecabef02d76624dd54f5f.jpg
substitution,2,30E22070,30F22070,E>F,,,2,0.9725,D:/DATN/datasets/raw/roboflow_ocr_plate/train/images/ndata576_jpg.rf.1b0b05ace746c6cbca639790dfc8af67.jpg
substitution,2,30P91519,15L930P9,3>1 0>5 P>L 1>3 5>0 1>P,,,0 1 2 4 5 6,0.9339,D:/DATN/datasets/raw/roboflow_ocr_plate/train/images/ndata581_jpg.rf.a545a3d6bce4a434b17b55001cd604f5.jpg
substitution,2,30E22070,30F22070,E>F,,,2,0.9843,D:/DATN/datasets/raw/roboflow_ocr_plate/train/images/ndata584_jpg.rf.80d7f609c1c9dd38ca5db21c2ea33214.jpg
substitution,2,30E22070,30F22070,E>F,,,2,0.9644,D:/DATN/datasets/raw/roboflow_ocr_plate/train/images/ndata587_jpg.rf.b3cd62042eb98185a95c795604d19147.jpg
substitution,2,29X506398,29Y506398,X>Y,,,2,0.9396,D:/DATN/datasets/raw/roboflow_ocr_plate/train/images/ndata589_jpg.rf.b1061594a6aacdde71d8f289fc58636c.jpg
extra_chars,2,29A94170,29A894170,,,8,,0.9097,D:/DATN/datasets/raw/roboflow_ocr_plate/train/images/ndata59_jpg.rf.402b33595cffc94d1789f55af29f4f51.jpg
substitution,2,30Z33006,30T33006,Z>T,,,2,0.9869,D:/DATN/datasets/raw/roboflow_ocr_plate/train/images/ndata607_jpg.rf.d66ef2865227d73a03c396f8af3945e2.jpg
substitution,2,59X377777,77T7759X3,5>7 9>7 X>T 3>7 7>5 7>9 7>X 7>3,,,0 1 2 3 5 6 7 8,0.9984,D:/DATN/datasets/raw/roboflow_ocr_plate/train/images/ndata609_jpg.rf.0a4fe97a506f959665843032854dcb74.jpg
substitution,2,59E176789,76T8959E1,5>7 9>6 E>T 1>8 7>9 6>5 7>9 8>E 9>1,,,0 1 2 3 4 5 6 7 8,0.9969,D:/DATN/datasets/raw/roboflow_ocr_plate/train/images/ndata622_jpg.rf.3dd7c97e00daeab0c989a01bae1c4cf0.jpg
mixed,2,29U182833,29MP182833,U>P,,M,2,0.9118,D:/DATN/datasets/raw/roboflow_ocr_plate/train/images/ndata624_jpg.rf.9b0a158c339e268201037d74e102ba03.jpg
mixed,2,36MB35520,36M8435520,B>4,,8,3,0.8834,D:/DATN/datasets/raw/roboflow_ocr_plate/train/images/ndata625_jpg.rf.2ea640fa328dd413992a814c02eadee1.jpg
substitution,2,89E156890,89F156890,E>F,,,2,0.9795,D:/DATN/datasets/raw/roboflow_ocr_plate/train/images/ndata62_jpg.rf.a4198e5e2b42a6bf9a4a47f622197a25.jpg
mixed,2,37B131088,31D88M03,7>1 B>D 1>8 3>8 1>M 8>3,8,,1 2 3 4 5 7 8,0.8181,D:/DATN/datasets/raw/roboflow_ocr_plate/train/images/ndata639_jpg.rf.5bb928845d7b1d36672f548ddcaae835.jpg
substitution,2,50B34178,50R34178,B>R,,,2,0.9301,D:/DATN/datasets/raw/roboflow_ocr_plate/train/images/ndata63_jpg.rf.fc9501af671ce644de7d3431eb58faab.jpg
extra_chars,2,38MD1057,38MD1050M7,,,0M,,0.8439,D:/DATN/datasets/raw/roboflow_ocr_plate/train/images/ndata642_jpg.rf.80d074eba9f02b6011ba4ccbc4103e28.jpg
substitution,2,33P30600,33P30601,0>1,,,7,0.9808,D:/DATN/datasets/raw/roboflow_ocr_plate/train/images/ndata69_jpg.rf.057242f72408a9e52e9e80d1db5b8c09.jpg
substitution,2,33P92063,33P02063,9>0,,,3,0.8755,D:/DATN/datasets/raw/roboflow_ocr_plate/train/images/ndata6_jpg.rf.56d3971623110f0541bf01965685aad7.jpg
mixed,2,36M48447,36L8447,4>L,M,,2 3,0.8334,D:/DATN/datasets/raw/roboflow_ocr_plate/train/images/ndata76_jpg.rf.f60ed6b3ef6e57e9f1f0109d4c02e475.jpg
substitution,1,30E82693,30E82163,6>1 9>6,,,5 6,0.9578,D:/DATN/datasets/raw/roboflow_ocr_plate/train/images/ndata80_jpg.rf.9cb4111894e169ffcde139705c92a657.jpg
missing_chars,2,89L123568,89L23568,,1,,3,0.9650,D:/DATN/datasets/raw/roboflow_ocr_plate/train/images/ndata81_jpg.rf.d39b979275d6b5e0b5702cabe11b2145.jpg
substitution,1,29A96594,29L85594,A>L 9>8 6>5,,,2 3 4,0.8629,D:/DATN/datasets/raw/roboflow_ocr_plate/train/images/ndata83_jpg.rf.e47458953c6066b05629ac900abac0ef.jpg
substitution,2,29C73804,20L73804,9>0 C>L,,,1 2,0.8610,D:/DATN/datasets/raw/roboflow_ocr_plate/train/images/ndata85_jpg.rf.4dc3c9b3442d090d2ed974a348852ba7.jpg
substitution,2,30G82341,30G82347,1>7,,,7,0.9720,D:/DATN/datasets/raw/roboflow_ocr_plate/train/images/ndata95_jpg.rf.34c803a6c2d2aab6c14967f10ac9b633.jpg
missing_chars,2,37M25708,37M5708,,2,,3,0.9047,D:/DATN/datasets/raw/roboflow_ocr_plate/train/images/ndata9_jpg.rf.7382713b9cf0c44c61fd7b00ec7a6946.jpg
substitution,2,59X132817,59Y132817,X>Y,,,2,0.9127,D:/DATN/datasets/raw/roboflow_ocr_plate/valid/images/12xemay1133_jpg.rf.7456269c88cc424686900c685be7ee5a.jpg
substitution,2,72C152693,72D152693,C>D,,,2,0.9477,D:/DATN/datasets/raw/roboflow_ocr_plate/valid/images/12xemay1302_jpg.rf.c059a15c07f77d2437b27d17b33e4e37.jpg
mixed,2,59H140639,59A0639,4>A,H1,,2 3 4,0.9978,D:/DATN/datasets/raw/roboflow_ocr_plate/valid/images/13xemay592_jpg.rf.0866d785265c1a896ec6466edae144a5.jpg
mixed,2,54U39055,54L139055,U>1,,L,2,0.9141,D:/DATN/datasets/raw/roboflow_ocr_plate/valid/images/1xemay1043_jpg.rf.c99f6315965aa88be8c5f9068d855ad7.jpg
substitution,2,59X124340,59Y124340,X>Y,,,2,0.9626,D:/DATN/datasets/raw/roboflow_ocr_plate/valid/images/1xemay1358_jpg.rf.ba4113753537f5cd63e2f777f471da91.jpg
mixed,2,64C104262,61C04262,4>1,1,,1 3,0.9212,D:/DATN/datasets/raw/roboflow_ocr_plate/valid/images/1xemay1404_jpg.rf.adc279b19459b08a7368395d4d89f6c8.jpg
substitution,2,33M73521,73M73521,3>7,,,0,0.8550,D:/DATN/datasets/raw/roboflow_ocr_plate/valid/images/1xemay1423_jpg.rf.4420a703908e0ebbd8f0ec369139f601.jpg
substitution,2,59D100444,59D10C444,0>C,,,5,0.8922,D:/DATN/datasets/raw/roboflow_ocr_plate/valid/images/1xemay1545_jpg.rf.4e4c9257b7af556aeb3f85f28b333442.jpg
substitution,2,59U125418,59L125418,U>L,,,2,0.9866,D:/DATN/datasets/raw/roboflow_ocr_plate/valid/images/1xemay1809_jpg.rf.427ac08ac593ce2e2d91d41c99c4ce85.jpg
substitution,2,60X46482,60Y46482,X>Y,,,2,0.9366,D:/DATN/datasets/raw/roboflow_ocr_plate/valid/images/1xemay1907_jpg.rf.635e39d00b107bbcc7c2261fa77d7e1f.jpg
substitution,2,53Y97976,53V97976,Y>V,,,2,0.9413,D:/DATN/datasets/raw/roboflow_ocr_plate/valid/images/1xemay1943_jpg.rf.0fc958cb6741ea4ff336e25f4060ec23.jpg
substitution,2,59F123865,59S123865,F>S,,,2,0.9454,D:/DATN/datasets/raw/roboflow_ocr_plate/valid/images/1xemay2070_jpg.rf.8016082209496b33229c58857ae578a1.jpg
substitution,2,78E124113,78F124113,E>F,,,2,0.9796,D:/DATN/datasets/raw/roboflow_ocr_plate/valid/images/1xemay2285_jpg.rf.3815bca7d8d4f6f26099f391adc7737a.jpg
substitution,2,51X91894,51Y91894,X>Y,,,2,0.9416,D:/DATN/datasets/raw/roboflow_ocr_plate/valid/images/1xemay2378_jpg.rf.70515accadac82392cb1d5727f5ad62a.jpg
substitution,2,49B131215,409131215,9>0 B>9,,,1 2,0.8657,D:/DATN/datasets/raw/roboflow_ocr_plate/valid/images/1xemay2395_jpg.rf.c933a1a772c2658b5ad0c0e47b81d248.jpg
substitution,2,59X268327,59Y268327,X>Y,,,2,0.9755,D:/DATN/datasets/raw/roboflow_ocr_plate/valid/images/1xemay2481_jpg.rf.d930b9b236dd88bcc63a4b5057429bf3.jpg
substitution,2,47N69618,17N69618,4>1,,,0,0.9143,D:/DATN/datasets/raw/roboflow_ocr_plate/valid/images/1xemay291_jpg.rf.a98528814fb37336e6bce4ae0e2cbaf7.jpg
substitution,2,59E168973,59F168973,E>F,,,2,0.9800,D:/DATN/datasets/raw/roboflow_ocr_plate/valid/images/1xemay327_jpg.rf.01b3ff68f2c4202c15aeaf51f6bd35ec.jpg
substitution,2,54X26487,51X26487,4>1,,,1,0.9408,D:/DATN/datasets/raw/roboflow_ocr_plate/valid/images/1xemay436_jpg.rf.bfc68c69c30f49af9aefe9df9c0369dd.jpg
substitution,2,59N173958,59N173948,5>4,,,7,0.9902,D:/DATN/datasets/raw/roboflow_ocr_plate/valid/images/1xemay564_jpg.rf.4ca8dad47f5b99d6f40c935324f1ad4f.jpg
substitution,2,51P98308,51P08308,9>0,,,3,0.9212,D:/DATN/datasets/raw/roboflow_ocr_plate/valid/images/1xemay793_jpg.rf.a8137900c114fee77be335f12c1a2dfc.jpg
extra_chars,2,59T12219,59T122189,,,8,,0.9575,D:/DATN/datasets/raw/roboflow_ocr_plate/valid/images/2xemay1189_jpg.rf.82491dfa46491811ab6aaf89a2375ca6.jpg
substitution,2,52P49134,52PL9134,4>L,,,3,0.9773,D:/DATN/datasets/raw/roboflow_ocr_plate/valid/images/2xemay1268_jpg.rf.4f6b3a131b26df7e5058168fe9e0464e.jpg
substitution,2,59E164239,59F164239,E>F,,,2,0.9923,D:/DATN/datasets/raw/roboflow_ocr_plate/valid/images/2xemay142_jpg.rf.8aca4dcc82d023ce0ecfd03f2c8e2e28.jpg
mixed,2,54U25965,54L125965,U>1,,L,2,0.9062,D:/DATN/datasets/raw/roboflow_ocr_plate/valid/images/2xemay1515_jpg.rf.8f19a0e276e8e81d45a4d77a7c6c5e93.jpg
missing_chars,2,43S60133,0133,,43S6,,0 1 2 3,0.9959,D:/DATN/datasets/raw/roboflow_ocr_plate/valid/images/2xemay1569_jpg.rf.d34dfc886d1b284006dba3667881737e.jpg
substitution,2,47M74206,17M74206,4>1,,,0,0.9986,D:/DATN/datasets/raw/roboflow_ocr_plate/valid/images/2xemay1812_jpg.rf.771b4ead6a92b7d06dd9dd91eeaf8b3f.jpg
substitution,2,59U101985,50L101985,9>0 U>L,,,1 2,0.9322,D:/DATN/datasets/raw/roboflow_ocr_plate/valid/images/2xemay1873_jpg.rf.468712fac86f1a7baaf275faef936b7b.jpg
mixed,2,59U166141,59111S6141,U>1 6>S,,1,2 4,0.9315,D:/DATN/datasets/raw/roboflow_ocr_plate/valid/images/2xemay1883_jpg.rf.6185b50451a11ec06541c9f3e6375478.jpg
mixed,2,72F120741,72E20741,1>E,F,,2 3,0.9994,D:/DATN/datasets/raw/roboflow_ocr_plate/valid/images/2xemay1982_jpg.rf.1da6a5544333cbe98986a37fdbc59d01.jpg
mixed,2,59E168973,50L68973,E>0 1>L,9,,1 2 3,0.9423,D:/DATN/datasets/raw/roboflow_ocr_plate/valid/images/2xemay1994_jpg.rf.e6b731cc9511dc74db7ff9738b2ef85c.jpg
substitution,2,52F64378,52F61378,4>1,,,4,0.9251,D:/DATN/datasets/raw/roboflow_ocr_plate/valid/images/2xemay2022_jpg.rf.d39b83ab3c26c63a210ab90f61b45757.jpg
substitution,2,63B703323,63R7U3323,B>R 0>U,,,2 4,0.9038,D:/DATN/datasets/raw/roboflow_ocr_plate/valid/images/2xemay2024_jpg.rf.e94ba9f3e6229633204a493490b1e9bc.jpg
substitution,2,71B217757,71R217757,B>R,,,2,0.9170,D:/DATN/datasets/raw/roboflow_ocr_plate/valid/images/2xemay2116_jpg.rf.b6a38ac759a3cd75f36b0f928e720402.jpg
substitution,2,50HB2282,50A92282,H>A B>9,,,2 3,0.9085,D:/DATN/datasets/raw/roboflow_ocr_plate/valid/images/2xemay2160_jpg.rf.a6d6645f941e9b4d9e933682bbf0e892.jpg
